id,entry_type,target_audience,role,region,question,answer,ml_tag
1924,career_qa,all_job_seekers,Software Engineer,US/EU,What is the best way for a new job seeker to break into a Software Engineer role in US/EU?,"In US/EU, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
1925,resume_rewrite,all_job_seekers,Product Manager,US/EU,Rewrite this resume bullet for a Product Manager: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
1926,mock_interview,all_job_seekers,Marketing Analyst,Global Remote,Mock interview question for an entry-level Marketing Analyst role.,"Describe a project where you applied relevant skills for a Marketing Analyst. Focus on problem, action, and result.",finetuning
1927,ats_keywords,all_job_seekers,Product Manager,US/EU,What ATS keywords should a Product Manager include for roles in US/EU?,"Include keywords such as product manager, core tools, methodologies, and certifications commonly listed in US/EU-based job postings.",finetuning
1928,resume_rewrite,all_job_seekers,Software Engineer,Africa,Rewrite this resume bullet for a Software Engineer: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
1929,ats_keywords,all_job_seekers,Product Manager,Global Remote,What ATS keywords should a Product Manager include for roles in Global Remote?,"Include keywords such as product manager, core tools, methodologies, and certifications commonly listed in Global Remote-based job postings.",finetuning
1930,resume_rewrite,all_job_seekers,IT Support,Global Remote,Rewrite this resume bullet for a IT Support: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
1931,ats_keywords,all_job_seekers,Software Engineer,US/EU,What ATS keywords should a Software Engineer include for roles in US/EU?,"Include keywords such as software engineer, core tools, methodologies, and certifications commonly listed in US/EU-based job postings.",finetuning
1932,ats_keywords,all_job_seekers,Software Engineer,US/EU,What ATS keywords should a Software Engineer include for roles in US/EU?,"Include keywords such as software engineer, core tools, methodologies, and certifications commonly listed in US/EU-based job postings.",finetuning
1933,resume_rewrite,all_job_seekers,Data Analyst,Global Remote,Rewrite this resume bullet for a Data Analyst: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
1934,ats_keywords,all_job_seekers,IT Support,Africa,What ATS keywords should a IT Support include for roles in Africa?,"Include keywords such as it support, core tools, methodologies, and certifications commonly listed in Africa-based job postings.",finetuning
1935,mock_interview,all_job_seekers,Marketing Analyst,Global Remote,Mock interview question for an entry-level Marketing Analyst role.,"Describe a project where you applied relevant skills for a Marketing Analyst. Focus on problem, action, and result.",finetuning
1936,career_qa,all_job_seekers,UX Designer,US/EU,What is the best way for a new job seeker to break into a UX Designer role in US/EU?,"In US/EU, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
1937,resume_rewrite,all_job_seekers,Product Manager,Global Remote,Rewrite this resume bullet for a Product Manager: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
1938,mock_interview,all_job_seekers,Marketing Analyst,US/EU,Mock interview question for an entry-level Marketing Analyst role.,"Describe a project where you applied relevant skills for a Marketing Analyst. Focus on problem, action, and result.",finetuning
1939,ats_keywords,all_job_seekers,Software Engineer,US/EU,What ATS keywords should a Software Engineer include for roles in US/EU?,"Include keywords such as software engineer, core tools, methodologies, and certifications commonly listed in US/EU-based job postings.",finetuning
1940,ats_keywords,all_job_seekers,Marketing Analyst,Africa,What ATS keywords should a Marketing Analyst include for roles in Africa?,"Include keywords such as marketing analyst, core tools, methodologies, and certifications commonly listed in Africa-based job postings.",finetuning
1941,resume_rewrite,all_job_seekers,Software Engineer,US/EU,Rewrite this resume bullet for a Software Engineer: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
1942,career_qa,all_job_seekers,Product Manager,Africa,What is the best way for a new job seeker to break into a Product Manager role in Africa?,"In Africa, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
1943,ats_keywords,all_job_seekers,Marketing Analyst,US/EU,What ATS keywords should a Marketing Analyst include for roles in US/EU?,"Include keywords such as marketing analyst, core tools, methodologies, and certifications commonly listed in US/EU-based job postings.",finetuning
1944,resume_rewrite,all_job_seekers,Product Manager,Africa,Rewrite this resume bullet for a Product Manager: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
1945,ats_keywords,all_job_seekers,Marketing Analyst,US/EU,What ATS keywords should a Marketing Analyst include for roles in US/EU?,"Include keywords such as marketing analyst, core tools, methodologies, and certifications commonly listed in US/EU-based job postings.",finetuning
1946,mock_interview,all_job_seekers,Software Engineer,US/EU,Mock interview question for an entry-level Software Engineer role.,"Describe a project where you applied relevant skills for a Software Engineer. Focus on problem, action, and result.",finetuning
1947,career_qa,all_job_seekers,Product Manager,Africa,What is the best way for a new job seeker to break into a Product Manager role in Africa?,"In Africa, focus on role-relevant skills, entry-level projects, internships, and networking. Tailor applications to local hiring norms and emphasize measurable outcomes.",finetuning
1948,resume_rewrite,all_job_seekers,Marketing Analyst,US/EU,Rewrite this resume bullet for a Marketing Analyst: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
1949,resume_rewrite,all_job_seekers,Software Engineer,Global Remote,Rewrite this resume bullet for a Software Engineer: 'Worked on projects and helped the team.',"Bad: Worked on projects and helped the team. | Good: Collaborated with a 4-person team to deliver 3 role-specific projects, meeting all deadlines and improving output quality.",finetuning
